Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
United States;USA;5,97959E+12;6,17404E+12;6,5393E+12;6,87872E+12;7,30876E+12;7,66406E+12;8,1002E+12;8,60852E+12;9,08917E+12;9,66062E+12;1,02848E+13;1,06218E+13;1,09775E+13;1,15107E+13;1,22749E+13;1,30937E+13;1,38559E+13;1,44776E+13;1,47186E+13;1,44187E+13;1,49644E+13;1,55179E+13;1,61553E+13;1,66915E+13;1,73931E+13;1,81207E+13;1,86245E+13
Uzbekistan;UZB;13360607991;13677622222;12941297376;13099013836;12899156991;13350468917;13948892216;14744603774;14988971211;17078465982;13760374488;11401351420;9687951055;10128112401;12030023548;14307509839;17330833853;22311393928;29549438884;33689223673;39332770929;45915191189;51821573338;57690453461;63067077179;66903804143;67220335570
St. Vincent and the Grenadines;VCT;240365259;254829630;277954111;286307815;289438481;316008481;331489704;347770000;373619852;390719148;396270000;430040370;461883444;481806296;521975111;550728667;610930037;651833333;695428852;674922481;681225963;676129407;692933741;721207148;727230735;755205756;768224227
Venezuela, RB;VEN;47028010661;51749026408;58450099415;58124193833;56531046465;74906532240;68263823149;85843534589;91331203433;97976886247;1,17141E+11;1,22904E+11;92893587734;83620628582;1,12453E+11;1,4551E+11;1,83478E+11;2,30364E+11;3,15953E+11;3,29788E+11;3,93191E+11;3,16482E+11;3,81286E+11;3,71006E+11;4,82359E+11;;
British Virgin Islands;VGB;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;1564700032;1671200000;1770899968;1996000000;;;;;;;;;3269000000;3453000000;3799000000;4439000000;4504000000;4803000000;4250000000;4203000000;4339000000;4239000000;4095000000;3764000000;3624000000;3765000000;
Vietnam;VNM;6471740806;9613369520;9866990236;13180953598;16286433533;20736164459;24657470575;26843700442;27209602050;28683659007;31172518403;32685198735;35064105501;39552513316;45427854693;57633255618;66371664817;77414425532;99130304099;1,06015E+11;1,15932E+11;1,35539E+11;1,5582E+11;1,71222E+11;1,86205E+11;1,93241E+11;2,05276E+11
Vanuatu;VUT;158397403;188869986;196142585;188080374;219260341;233902115;245177633;255890222;262301253;267999225;272014693;257926882;262603782;314463144;364996869;394962552;439376794;526428310;607958616;610066629;700804286;792149701;781702874;801787556;814954307;742432131;773502896
World;WLD;2,2595E+13;2,39276E+13;2,541E+13;2,5859E+13;2,77675E+13;3,08726E+13;3,15527E+13;3,14354E+13;3,13388E+13;3,25108E+13;3,35666E+13;3,33545E+13;3,4636E+13;3,88941E+13;4,38048E+13;4,74289E+13;5,13632E+13;5,7859E+13;6,34618E+13;6,01683E+13;6,59545E+13;7,32799E+13;7,48899E+13;7,69909E+13;7,90492E+13;7,47577E+13;7,58451E+13
Samoa;WSM;125766270;125597205;132303041;133122897;221098107;224865731;249908971;285475592;269481523;258833767;269019710;273088357;288078881;338838639;420320176;462649043;508503671;550970656;644132489;560959528;643046733;739785122;801168622;804808526;803589512;803985809;786356315
Kosovo;XKX;;;;;;;;;;;1849196082;2535333632;2702427047;3355083117;3639935348;3736599925;4078158324;4833561456;5687488209;5653792720;5829933775;6649291076;6473724785;7072092406;7386891336;6440501275;6649888889
Yemen, Rep.;YEM;5647251908;5930370370;6463649985;5368270615;4167356037;4258788725;5785685311;6839039030;6325219773;7641101221;9636342275;9854042165;10693278292;11777768087;13873500888;16753769532;19081722875;21656517484;26910851362;25130274124;30906749533;32726417878;35393148127;40415233436;43228583935;37733919936;27317605346
South Africa;ZAF;1,15553E+11;1,23943E+11;1,34545E+11;1,3431E+11;1,39752E+11;1,5546E+11;1,47608E+11;1,52586E+11;1,37774E+11;1,36632E+11;1,36362E+11;1,21601E+11;1,15748E+11;1,75257E+11;2,28937E+11;2,57671E+11;2,71811E+11;2,99034E+11;2,871E+11;2,97217E+11;3,75298E+11;4,16878E+11;3,96333E+11;3,6681E+11;3,51119E+11;3,17611E+11;2,95456E+11
Zambia;ZMB;3285217391;3378882353;3181921788;3273237853;3656647744;3807067122;3597220962;4303281932;3537683046;3404311977;3600683040;4094480988;4193845678;4901839731;6221077675;8331870169;12756858899;14056957976;17910858638;15328342304;20265556274;23460098340;25503370699;28045460442;27150630607;21154394546;21063989683
Zimbabwe;ZWE;8783816700;8641481700;6751472200;6563813300;6890675000;7111270700;8553146600;8529571600;6401968200;6858013100;6689957600;6777384700;6342116400;5727591800;5805598400;5755215200;5443896500;5291950100;4415702800;8621573608;10141859710;12098450749;14242490252;15451768659;15891049236;16304667807;16619960402
